 time            time            v(clk)          v(d)            v(n)            v(q)           
 1.08150000e-09  1.08150000e-09  0.00000000e+00  2.50000000e+00  2.49968902e+00  5.04537989e-05 
 1.08250000e-09  1.08250000e-09  0.00000000e+00  2.50000000e+00  2.49969814e+00  4.89891465e-05 
 1.08350000e-09  1.08350000e-09  0.00000000e+00  2.50000000e+00  2.49970700e+00  4.75666683e-05 
 1.08450000e-09  1.08450000e-09  0.00000000e+00  2.50000000e+00  2.49971560e+00  4.61851680e-05 
 1.08550000e-09  1.08550000e-09  0.00000000e+00  2.50000000e+00  2.49972394e+00  4.48434824e-05 
 1.08650000e-09  1.08650000e-09  0.00000000e+00  2.50000000e+00  2.49973204e+00  4.35404802e-05 
 1.08750000e-09  1.08750000e-09  0.00000000e+00  2.50000000e+00  2.49973991e+00  4.22750617e-05 
 1.08850000e-09  1.08850000e-09  0.00000000e+00  2.50000000e+00  2.49974754e+00  4.10461573e-05 
 1.08950000e-09  1.08950000e-09  0.00000000e+00  2.50000000e+00  2.49975494e+00  3.98527274e-05 
 1.09050000e-09  1.09050000e-09  0.00000000e+00  2.50000000e+00  2.49976214e+00  3.86937609e-05 
 1.09150000e-09  1.09150000e-09  0.00000000e+00  2.50000000e+00  2.49976911e+00  3.75682751e-05 
 1.09250000e-09  1.09250000e-09  0.00000000e+00  2.50000000e+00  2.49977589e+00  3.64753145e-05 
 1.09350000e-09  1.09350000e-09  0.00000000e+00  2.50000000e+00  2.49978246e+00  3.54139505e-05 
 1.09450000e-09  1.09450000e-09  0.00000000e+00  2.50000000e+00  2.49978885e+00  3.43832801e-05 
 1.09550000e-09  1.09550000e-09  0.00000000e+00  2.50000000e+00  2.49979504e+00  3.33824257e-05 
 1.09650000e-09  1.09650000e-09  0.00000000e+00  2.50000000e+00  2.49980106e+00  3.24105344e-05 
 1.09750000e-09  1.09750000e-09  0.00000000e+00  2.50000000e+00  2.49980689e+00  3.14667768e-05 
 1.09850000e-09  1.09850000e-09  0.00000000e+00  2.50000000e+00  2.49981256e+00  3.05503473e-05 
 1.09950000e-09  1.09950000e-09  0.00000000e+00  2.50000000e+00  2.49981806e+00  2.96604625e-05 
 1.10050000e-09  1.10050000e-09  0.00000000e+00  2.50000000e+00  2.49982340e+00  2.87963611e-05 
 1.10150000e-09  1.10150000e-09  0.00000000e+00  2.50000000e+00  2.49982858e+00  2.79573035e-05 
 1.10250000e-09  1.10250000e-09  0.00000000e+00  2.50000000e+00  2.49983361e+00  2.71425707e-05 
 1.10350000e-09  1.10350000e-09  0.00000000e+00  2.50000000e+00  2.49983849e+00  2.63514639e-05 
 1.10450000e-09  1.10450000e-09  0.00000000e+00  2.50000000e+00  2.49984323e+00  2.55833043e-05 
 1.10550000e-09  1.10550000e-09  0.00000000e+00  2.50000000e+00  2.49984783e+00  2.48374320e-05 
 1.10650000e-09  1.10650000e-09  0.00000000e+00  2.50000000e+00  2.49985229e+00  2.41132060e-05 
 1.10750000e-09  1.10750000e-09  0.00000000e+00  2.50000000e+00  2.49985662e+00  2.34100033e-05 
 1.10850000e-09  1.10850000e-09  0.00000000e+00  2.50000000e+00  2.49986083e+00  2.27272187e-05 
 1.10950000e-09  1.10950000e-09  0.00000000e+00  2.50000000e+00  2.49986491e+00  2.20642639e-05 
 1.11050000e-09  1.11050000e-09  0.00000000e+00  2.50000000e+00  2.49986888e+00  2.14205676e-05 
 1.11150000e-09  1.11150000e-09  0.00000000e+00  2.50000000e+00  2.49987272e+00  2.07955745e-05 
 1.11250000e-09  1.11250000e-09  0.00000000e+00  2.50000000e+00  2.49987646e+00  2.01887453e-05 
 1.11350000e-09  1.11350000e-09  0.00000000e+00  2.50000000e+00  2.49988008e+00  1.95995557e-05 
 1.11450000e-09  1.11450000e-09  0.00000000e+00  2.50000000e+00  2.49988360e+00  1.90274968e-05 
 1.11550000e-09  1.11550000e-09  0.00000000e+00  2.50000000e+00  2.49988701e+00  1.84720737e-05 
 1.11650000e-09  1.11650000e-09  0.00000000e+00  2.50000000e+00  2.49989033e+00  1.79328061e-05 
 1.11750000e-09  1.11750000e-09  0.00000000e+00  2.50000000e+00  2.49989354e+00  1.74092270e-05 
 1.11850000e-09  1.11850000e-09  0.00000000e+00  2.50000000e+00  2.49989667e+00  1.69008830e-05 
 1.11950000e-09  1.11950000e-09  0.00000000e+00  2.50000000e+00  2.49989970e+00  1.64073334e-05 
 1.12050000e-09  1.12050000e-09  0.00000000e+00  2.50000000e+00  2.49990264e+00  1.59281504e-05 
 1.12150000e-09  1.12150000e-09  0.00000000e+00  2.50000000e+00  2.49990550e+00  1.54629182e-05 
 1.12250000e-09  1.12250000e-09  0.00000000e+00  2.50000000e+00  2.49990827e+00  1.50112331e-05 
 1.12350000e-09  1.12350000e-09  0.00000000e+00  2.50000000e+00  2.49991096e+00  1.45727027e-05 
 1.12450000e-09  1.12450000e-09  0.00000000e+00  2.50000000e+00  2.49991357e+00  1.41469461e-05 
 1.12550000e-09  1.12550000e-09  0.00000000e+00  2.50000000e+00  2.49991611e+00  1.37335932e-05 
 1.12650000e-09  1.12650000e-09  0.00000000e+00  2.50000000e+00  2.49991857e+00  1.33322844e-05 
 1.12750000e-09  1.12750000e-09  0.00000000e+00  2.50000000e+00  2.49992096e+00  1.29426708e-05 
 1.12850000e-09  1.12850000e-09  0.00000000e+00  2.50000000e+00  2.49992327e+00  1.25644131e-05 
 1.12950000e-09  1.12950000e-09  0.00000000e+00  2.50000000e+00  2.49992552e+00  1.21971820e-05 
 1.13050000e-09  1.13050000e-09  0.00000000e+00  2.50000000e+00  2.49992771e+00  1.18406576e-05 
 1.13150000e-09  1.13150000e-09  0.00000000e+00  2.50000000e+00  2.49992983e+00  1.14945292e-05 
 1.13250000e-09  1.13250000e-09  0.00000000e+00  2.50000000e+00  2.49993189e+00  1.11584950e-05 
 1.13350000e-09  1.13350000e-09  0.00000000e+00  2.50000000e+00  2.49993389e+00  1.08322619e-05 
 1.13450000e-09  1.13450000e-09  0.00000000e+00  2.50000000e+00  2.49993582e+00  1.05155453e-05 
 1.13550000e-09  1.13550000e-09  0.00000000e+00  2.50000000e+00  2.49993771e+00  1.02080688e-05 
 1.13650000e-09  1.13650000e-09  0.00000000e+00  2.50000000e+00  2.49993953e+00  9.90956383e-06 
 1.13750000e-09  1.13750000e-09  0.00000000e+00  2.50000000e+00  2.49994131e+00  9.61976979e-06 
 1.13850000e-09  1.13850000e-09  0.00000000e+00  2.50000000e+00  2.49994303e+00  9.33843344e-06 
 1.13950000e-09  1.13950000e-09  0.00000000e+00  2.50000000e+00  2.49994470e+00  9.06530887e-06 
 1.14050000e-09  1.14050000e-09  0.00000000e+00  2.50000000e+00  2.49994632e+00  8.80015729e-06 
 1.14150000e-09  1.14150000e-09  0.00000000e+00  2.50000000e+00  2.49994790e+00  8.54274682e-06 
 1.14250000e-09  1.14250000e-09  0.00000000e+00  2.50000000e+00  2.49994942e+00  8.29285225e-06 
 1.14350000e-09  1.14350000e-09  0.00000000e+00  2.50000000e+00  2.49995091e+00  8.05025489e-06 
 1.14450000e-09  1.14450000e-09  0.00000000e+00  2.50000000e+00  2.49995235e+00  7.81474239e-06 
 1.14550000e-09  1.14550000e-09  0.00000000e+00  2.50000000e+00  2.49995375e+00  7.58610852e-06 
 1.14650000e-09  1.14650000e-09  0.00000000e+00  2.50000000e+00  2.49995510e+00  7.36415303e-06 
 1.14750000e-09  1.14750000e-09  0.00000000e+00  2.50000000e+00  2.49995642e+00  7.14868147e-06 
 1.14850000e-09  1.14850000e-09  0.00000000e+00  2.50000000e+00  2.49995770e+00  6.93950499e-06 
 1.14950000e-09  1.14950000e-09  0.00000000e+00  2.50000000e+00  2.49995894e+00  6.73644025e-06 
 1.15050000e-09  1.15050000e-09  0.00000000e+00  2.50000000e+00  2.49996014e+00  6.53930920e-06 
 1.15150000e-09  1.15150000e-09  0.00000000e+00  2.50000000e+00  2.49996131e+00  6.34793895e-06 
 1.15250000e-09  1.15250000e-09  0.00000000e+00  2.50000000e+00  2.49996244e+00  6.16216161e-06 
 1.15350000e-09  1.15350000e-09  0.00000000e+00  2.50000000e+00  2.49996355e+00  5.98181419e-06 
 1.15450000e-09  1.15450000e-09  0.00000000e+00  2.50000000e+00  2.49996462e+00  5.80673841e-06 
 1.15550000e-09  1.15550000e-09  0.00000000e+00  2.50000000e+00  2.49996565e+00  5.63678056e-06 
 1.15650000e-09  1.15650000e-09  0.00000000e+00  2.50000000e+00  2.49996666e+00  5.47179143e-06 
 1.15750000e-09  1.15750000e-09  0.00000000e+00  2.50000000e+00  2.49996764e+00  5.31162611e-06 
 1.15850000e-09  1.15850000e-09  0.00000000e+00  2.50000000e+00  2.49996859e+00  5.15614392e-06 
 1.15950000e-09  1.15950000e-09  0.00000000e+00  2.50000000e+00  2.49996951e+00  5.00520824e-06 
 1.16050000e-09  1.16050000e-09  0.00000000e+00  2.50000000e+00  2.49997040e+00  4.85868644e-06 
 1.16150000e-09  1.16150000e-09  0.00000000e+00  2.50000000e+00  2.49997127e+00  4.71644974e-06 
 1.16250000e-09  1.16250000e-09  0.00000000e+00  2.50000000e+00  2.49997211e+00  4.57837309e-06 
 1.16350000e-09  1.16350000e-09  0.00000000e+00  2.50000000e+00  2.49997293e+00  4.44433508e-06 
 1.16450000e-09  1.16450000e-09  0.00000000e+00  2.50000000e+00  2.49997372e+00  4.31421783e-06 
 1.16550000e-09  1.16550000e-09  0.00000000e+00  2.50000000e+00  2.49997449e+00  4.18790691e-06 
 1.16650000e-09  1.16650000e-09  0.00000000e+00  2.50000000e+00  2.49997524e+00  4.06529117e-06 
 1.16750000e-09  1.16750000e-09  0.00000000e+00  2.50000000e+00  2.49997597e+00  3.94626274e-06 
 1.16850000e-09  1.16850000e-09  0.00000000e+00  2.50000000e+00  2.49997667e+00  3.83071686e-06 
 1.16950000e-09  1.16950000e-09  0.00000000e+00  2.50000000e+00  2.49997736e+00  3.71855184e-06 
 1.17050000e-09  1.17050000e-09  0.00000000e+00  2.50000000e+00  2.49997802e+00  3.60966892e-06 
 1.17150000e-09  1.17150000e-09  0.00000000e+00  2.50000000e+00  2.49997867e+00  3.50397224e-06 
 1.17250000e-09  1.17250000e-09  0.00000000e+00  2.50000000e+00  2.49997929e+00  3.40136873e-06 
 1.17350000e-09  1.17350000e-09  0.00000000e+00  2.50000000e+00  2.49997990e+00  3.30176802e-06 
 1.17450000e-09  1.17450000e-09  0.00000000e+00  2.50000000e+00  2.49998049e+00  3.20508237e-06 
 1.17550000e-09  1.17550000e-09  0.00000000e+00  2.50000000e+00  2.49998106e+00  3.11122661e-06 
 1.17650000e-09  1.17650000e-09  0.00000000e+00  2.50000000e+00  2.49998161e+00  3.02011804e-06 
 1.17750000e-09  1.17750000e-09  0.00000000e+00  2.50000000e+00  2.49998215e+00  2.93167638e-06 
 1.17850000e-09  1.17850000e-09  0.00000000e+00  2.50000000e+00  2.49998268e+00  2.84582367e-06 
 1.17950000e-09  1.17950000e-09  0.00000000e+00  2.50000000e+00  2.49998319e+00  2.76248425e-06 
 1.18050000e-09  1.18050000e-09  0.00000000e+00  2.50000000e+00  2.49998368e+00  2.68158464e-06 
 1.18150000e-09  1.18150000e-09  0.00000000e+00  2.50000000e+00  2.49998416e+00  2.60305352e-06 
 1.18250000e-09  1.18250000e-09  0.00000000e+00  2.50000000e+00  2.49998462e+00  2.52682164e-06 
 1.18350000e-09  1.18350000e-09  0.00000000e+00  2.50000000e+00  2.49998507e+00  2.45282178e-06 
 1.18450000e-09  1.18450000e-09  0.00000000e+00  2.50000000e+00  2.49998551e+00  2.38098867e-06 
 1.18550000e-09  1.18550000e-09  0.00000000e+00  2.50000000e+00  2.49998593e+00  2.31125894e-06 
 1.18650000e-09  1.18650000e-09  0.00000000e+00  2.50000000e+00  2.49998635e+00  2.24357109e-06 
 1.18750000e-09  1.18750000e-09  0.00000000e+00  2.50000000e+00  2.49998675e+00  2.17786540e-06 
 1.18850000e-09  1.18850000e-09  0.00000000e+00  2.50000000e+00  2.49998714e+00  2.11408388e-06 
 1.18950000e-09  1.18950000e-09  0.00000000e+00  2.50000000e+00  2.49998751e+00  2.05217026e-06 
 1.19050000e-09  1.19050000e-09  0.00000000e+00  2.50000000e+00  2.49998788e+00  1.99206990e-06 
 1.19150000e-09  1.19150000e-09  0.00000000e+00  2.50000000e+00  2.49998823e+00  1.93372975e-06 
 1.19250000e-09  1.19250000e-09  0.00000000e+00  2.50000000e+00  2.49998858e+00  1.87709831e-06 
 1.19350000e-09  1.19350000e-09  0.00000000e+00  2.50000000e+00  2.49998891e+00  1.82212559e-06 
 1.19450000e-09  1.19450000e-09  0.00000000e+00  2.50000000e+00  2.49998924e+00  1.76876307e-06 
 1.19550000e-09  1.19550000e-09  0.00000000e+00  2.50000000e+00  2.49998955e+00  1.71696361e-06 
 1.19650000e-09  1.19650000e-09  0.00000000e+00  2.50000000e+00  2.49998986e+00  1.66668149e-06 
 1.19750000e-09  1.19750000e-09  0.00000000e+00  2.50000000e+00  2.49999016e+00  1.61787230e-06 
 1.19850000e-09  1.19850000e-09  0.00000000e+00  2.50000000e+00  2.49999045e+00  1.57049293e-06 
 1.19950000e-09  1.19950000e-09  0.00000000e+00  2.50000000e+00  2.49999073e+00  1.52450154e-06 
 1.20050000e-09  1.20050000e-09  0.00000000e+00  2.50000000e+00  2.49999100e+00  1.47985750e-06 
 1.20150000e-09  1.20150000e-09  0.00000000e+00  2.50000000e+00  2.49999126e+00  1.43652137e-06 
 1.20250000e-09  1.20250000e-09  0.00000000e+00  2.50000000e+00  2.49999152e+00  1.39445488e-06 
 1.20350000e-09  1.20350000e-09  0.00000000e+00  2.50000000e+00  2.49999177e+00  1.35362086e-06 
 1.20450000e-09  1.20450000e-09  0.00000000e+00  2.50000000e+00  2.49999201e+00  1.31398322e-06 
 1.20550000e-09  1.20550000e-09  0.00000000e+00  2.50000000e+00  2.49999224e+00  1.27550694e-06 
 1.20650000e-09  1.20650000e-09  0.00000000e+00  2.50000000e+00  2.49999247e+00  1.23815803e-06 
 1.20750000e-09  1.20750000e-09  0.00000000e+00  2.50000000e+00  2.49999269e+00  1.20190347e-06 
 1.20850000e-09  1.20850000e-09  0.00000000e+00  2.50000000e+00  2.49999290e+00  1.16671122e-06 
 1.20950000e-09  1.20950000e-09  0.00000000e+00  2.50000000e+00  2.49999311e+00  1.13255018e-06 
 1.21050000e-09  1.21050000e-09  0.00000000e+00  2.50000000e+00  2.49999331e+00  1.09939016e-06 
 1.21150000e-09  1.21150000e-09  0.00000000e+00  2.50000000e+00  2.49999351e+00  1.06720184e-06 
 1.21250000e-09  1.21250000e-09  0.00000000e+00  2.50000000e+00  2.49999370e+00  1.03595676e-06 
 1.21350000e-09  1.21350000e-09  0.00000000e+00  2.50000000e+00  2.49999388e+00  1.00562731e-06 
 1.21450000e-09  1.21450000e-09  0.00000000e+00  2.50000000e+00  2.49999406e+00  9.76186674e-07 
 1.21550000e-09  1.21550000e-09  0.00000000e+00  2.50000000e+00  2.49999424e+00  9.47608813e-07 
 1.21650000e-09  1.21650000e-09  0.00000000e+00  2.50000000e+00  2.49999441e+00  9.19868464e-07 
 1.21750000e-09  1.21750000e-09  0.00000000e+00  2.50000000e+00  2.49999457e+00  8.92941097e-07 
 1.21850000e-09  1.21850000e-09  0.00000000e+00  2.50000000e+00  2.49999473e+00  8.66802899e-07 
 1.21950000e-09  1.21950000e-09  0.00000000e+00  2.50000000e+00  2.49999488e+00  8.41430756e-07 
 1.22050000e-09  1.22050000e-09  0.00000000e+00  2.50000000e+00  2.49999503e+00  8.16802229e-07 
 1.22150000e-09  1.22150000e-09  0.00000000e+00  2.50000000e+00  2.49999518e+00  7.92895536e-07 
 1.22250000e-09  1.22250000e-09  0.00000000e+00  2.50000000e+00  2.49999532e+00  7.69689532e-07 
 1.22350000e-09  1.22350000e-09  0.00000000e+00  2.50000000e+00  2.49999546e+00  7.47163691e-07 
 1.22450000e-09  1.22450000e-09  0.00000000e+00  2.50000000e+00  2.49999559e+00  7.25298089e-07 
 1.22550000e-09  1.22550000e-09  0.00000000e+00  2.50000000e+00  2.49999572e+00  7.04073382e-07 
 1.22650000e-09  1.22650000e-09  0.00000000e+00  2.50000000e+00  2.49999584e+00  6.83470796e-07 
 1.22750000e-09  1.22750000e-09  0.00000000e+00  2.50000000e+00  2.49999597e+00  6.63472103e-07 
 1.22850000e-09  1.22850000e-09  0.00000000e+00  2.50000000e+00  2.49999608e+00  6.44059612e-07 
 1.22950000e-09  1.22950000e-09  0.00000000e+00  2.50000000e+00  2.49999620e+00  6.25216147e-07 
 1.23050000e-09  1.23050000e-09  0.00000000e+00  2.50000000e+00  2.49999631e+00  6.06925036e-07 
 1.23150000e-09  1.23150000e-09  0.00000000e+00  2.50000000e+00  2.49999642e+00  5.89170096e-07 
 1.23250000e-09  1.23250000e-09  0.00000000e+00  2.50000000e+00  2.49999652e+00  5.71935615e-07 
 1.23350000e-09  1.23350000e-09  0.00000000e+00  2.50000000e+00  2.49999662e+00  5.55206345e-07 
 1.23450000e-09  1.23450000e-09  0.00000000e+00  2.50000000e+00  2.49999672e+00  5.38967481e-07 
 1.23550000e-09  1.23550000e-09  0.00000000e+00  2.50000000e+00  2.49999682e+00  5.23204653e-07 
 1.23650000e-09  1.23650000e-09  0.00000000e+00  2.50000000e+00  2.49999691e+00  5.07903912e-07 
 1.23750000e-09  1.23750000e-09  0.00000000e+00  2.50000000e+00  2.49999700e+00  4.93051717e-07 
 1.23850000e-09  1.23850000e-09  0.00000000e+00  2.50000000e+00  2.49999709e+00  4.78634923e-07 
 1.23950000e-09  1.23950000e-09  0.00000000e+00  2.50000000e+00  2.49999717e+00  4.64640772e-07 
 1.24050000e-09  1.24050000e-09  0.00000000e+00  2.50000000e+00  2.49999726e+00  4.51056877e-07 
 1.24150000e-09  1.24150000e-09  0.00000000e+00  2.50000000e+00  2.49999734e+00  4.37871215e-07 
 1.24250000e-09  1.24250000e-09  0.00000000e+00  2.50000000e+00  2.49999742e+00  4.25072115e-07 
 1.24350000e-09  1.24350000e-09  0.00000000e+00  2.50000000e+00  2.49999749e+00  4.12648249e-07 
 1.24450000e-09  1.24450000e-09  0.00000000e+00  2.50000000e+00  2.49999756e+00  4.00588620e-07 
 1.24550000e-09  1.24550000e-09  0.00000000e+00  2.50000000e+00  2.49999764e+00  3.88882551e-07 
 1.24650000e-09  1.24650000e-09  0.00000000e+00  2.50000000e+00  2.49999770e+00  3.77519681e-07 
 1.24750000e-09  1.24750000e-09  0.00000000e+00  2.50000000e+00  2.49999777e+00  3.66489950e-07 
 1.24850000e-09  1.24850000e-09  0.00000000e+00  2.50000000e+00  2.49999784e+00  3.55783595e-07 
 1.24950000e-09  1.24950000e-09  0.00000000e+00  2.50000000e+00  2.49999790e+00  3.45391137e-07 
 1.25050000e-09  1.25050000e-09  0.00000000e+00  2.50000000e+00  2.49999796e+00  3.35303377e-07 
 1.25150000e-09  1.25150000e-09  0.00000000e+00  2.50000000e+00  2.49999802e+00  3.25511382e-07 
 1.25250000e-09  1.25250000e-09  0.00000000e+00  2.50000000e+00  2.49999808e+00  3.16006484e-07 
 1.25350000e-09  1.25350000e-09  0.00000000e+00  2.50000000e+00  2.49999813e+00  3.06780267e-07 
 1.25450000e-09  1.25450000e-09  0.00000000e+00  2.50000000e+00  2.49999819e+00  2.97824562e-07 
 1.25550000e-09  1.25550000e-09  0.00000000e+00  2.50000000e+00  2.49999824e+00  2.89131441e-07 
 1.25650000e-09  1.25650000e-09  0.00000000e+00  2.50000000e+00  2.49999829e+00  2.80693206e-07 
 1.25750000e-09  1.25750000e-09  0.00000000e+00  2.50000000e+00  2.49999834e+00  2.72502385e-07 
 1.25850000e-09  1.25850000e-09  0.00000000e+00  2.50000000e+00  2.49999839e+00  2.64551726e-07 
 1.25950000e-09  1.25950000e-09  0.00000000e+00  2.50000000e+00  2.49999844e+00  2.56834188e-07 
 1.26050000e-09  1.26050000e-09  0.00000000e+00  2.50000000e+00  2.49999848e+00  2.49342938e-07 
 1.26150000e-09  1.26150000e-09  0.00000000e+00  2.50000000e+00  2.49999853e+00  2.42071342e-07 
 1.26250000e-09  1.26250000e-09  0.00000000e+00  2.50000000e+00  2.49999857e+00  2.35012962e-07 
 1.26350000e-09  1.26350000e-09  0.00000000e+00  2.50000000e+00  2.49999861e+00  2.28161545e-07 
 1.26450000e-09  1.26450000e-09  0.00000000e+00  2.50000000e+00  2.49999865e+00  2.21511026e-07 
 1.26550000e-09  1.26550000e-09  0.00000000e+00  2.50000000e+00  2.49999869e+00  2.15055514e-07 
 1.26650000e-09  1.26650000e-09  0.00000000e+00  2.50000000e+00  2.49999873e+00  2.08789293e-07 
 1.26750000e-09  1.26750000e-09  0.00000000e+00  2.50000000e+00  2.49999877e+00  2.02706813e-07 
 1.26850000e-09  1.26850000e-09  0.00000000e+00  2.50000000e+00  2.49999880e+00  1.96802688e-07 
 1.26950000e-09  1.26950000e-09  0.00000000e+00  2.50000000e+00  2.49999884e+00  1.91071689e-07 
 1.27050000e-09  1.27050000e-09  0.00000000e+00  2.50000000e+00  2.49999887e+00  1.85508739e-07 
 1.27150000e-09  1.27150000e-09  0.00000000e+00  2.50000000e+00  2.49999891e+00  1.80108912e-07 
 1.27250000e-09  1.27250000e-09  0.00000000e+00  2.50000000e+00  2.49999894e+00  1.74867426e-07 
 1.27350000e-09  1.27350000e-09  0.00000000e+00  2.50000000e+00  2.49999897e+00  1.69779638e-07 
 1.27450000e-09  1.27450000e-09  0.00000000e+00  2.50000000e+00  2.49999900e+00  1.64841043e-07 
 1.27550000e-09  1.27550000e-09  0.00000000e+00  2.50000000e+00  2.49999903e+00  1.60047265e-07 
 1.27650000e-09  1.27650000e-09  0.00000000e+00  2.50000000e+00  2.49999906e+00  1.55394059e-07 
 1.27750000e-09  1.27750000e-09  0.00000000e+00  2.50000000e+00  2.49999908e+00  1.50877304e-07 
 1.27850000e-09  1.27850000e-09  0.00000000e+00  2.50000000e+00  2.49999911e+00  1.46492999e-07 
 1.27950000e-09  1.27950000e-09  0.00000000e+00  2.50000000e+00  2.49999914e+00  1.42237260e-07 
 1.28050000e-09  1.28050000e-09  0.00000000e+00  2.50000000e+00  2.49999916e+00  1.38106318e-07 
 1.28150000e-09  1.28150000e-09  0.00000000e+00  2.50000000e+00  2.49999918e+00  1.34096513e-07 
 1.28250000e-09  1.28250000e-09  0.00000000e+00  2.50000000e+00  2.49999921e+00  1.30204295e-07 
 1.28350000e-09  1.28350000e-09  0.00000000e+00  2.50000000e+00  2.49999923e+00  1.26426215e-07 
 1.28450000e-09  1.28450000e-09  0.00000000e+00  2.50000000e+00  2.49999925e+00  1.22758926e-07 
 1.28550000e-09  1.28550000e-09  0.00000000e+00  2.50000000e+00  2.49999928e+00  1.19199180e-07 
 1.28650000e-09  1.28650000e-09  0.00000000e+00  2.50000000e+00  2.49999930e+00  1.15743824e-07 
 1.28750000e-09  1.28750000e-09  0.00000000e+00  2.50000000e+00  2.49999932e+00  1.12389797e-07 
 1.28850000e-09  1.28850000e-09  0.00000000e+00  2.50000000e+00  2.49999934e+00  1.09134127e-07 
 1.28950000e-09  1.28950000e-09  0.00000000e+00  2.50000000e+00  2.49999936e+00  1.05973931e-07 
 1.29050000e-09  1.29050000e-09  0.00000000e+00  2.50000000e+00  2.49999937e+00  1.02906410e-07 
 1.29150000e-09  1.29150000e-09  0.00000000e+00  2.50000000e+00  2.49999939e+00  9.99288453e-08 
 1.29250000e-09  1.29250000e-09  0.00000000e+00  2.50000000e+00  2.49999941e+00  9.70385998e-08 
 1.29350000e-09  1.29350000e-09  0.00000000e+00  2.50000000e+00  2.49999943e+00  9.42331129e-08 
 1.29450000e-09  1.29450000e-09  0.00000000e+00  2.50000000e+00  2.49999944e+00  9.15098989e-08 
 1.29550000e-09  1.29550000e-09  0.00000000e+00  2.50000000e+00  2.49999946e+00  8.88665456e-08 
 1.29650000e-09  1.29650000e-09  0.00000000e+00  2.50000000e+00  2.49999948e+00  8.63007114e-08 
 1.29750000e-09  1.29750000e-09  0.00000000e+00  2.50000000e+00  2.49999949e+00  8.38101232e-08 
 1.29850000e-09  1.29850000e-09  0.00000000e+00  2.50000000e+00  2.49999951e+00  8.13925745e-08 
 1.29950000e-09  1.29950000e-09  0.00000000e+00  2.50000000e+00  2.49999952e+00  7.90459233e-08 
 1.30050000e-09  1.30050000e-09  0.00000000e+00  2.50000000e+00  2.49999953e+00  7.67680907e-08 
 1.30150000e-09  1.30150000e-09  0.00000000e+00  2.50000000e+00  2.49999955e+00  7.45570586e-08 
 1.30250000e-09  1.30250000e-09  0.00000000e+00  2.50000000e+00  2.49999956e+00  7.24108682e-08 
 1.30350000e-09  1.30350000e-09  0.00000000e+00  2.50000000e+00  2.49999957e+00  7.03276180e-08 
 1.30450000e-09  1.30450000e-09  0.00000000e+00  2.50000000e+00  2.49999958e+00  6.83054624e-08 
 1.30550000e-09  1.30550000e-09  0.00000000e+00  2.50000000e+00  2.49999960e+00  6.63426102e-08 
 1.30650000e-09  1.30650000e-09  0.00000000e+00  2.50000000e+00  2.49999961e+00  6.44373219e-08 
 1.30750000e-09  1.30750000e-09  0.00000000e+00  2.50000000e+00  2.49999962e+00  6.25879098e-08 
 1.30850000e-09  1.30850000e-09  0.00000000e+00  2.50000000e+00  2.49999963e+00  6.07927358e-08 
 1.30950000e-09  1.30950000e-09  0.00000000e+00  2.50000000e+00  2.49999964e+00  5.90502085e-08 
 1.31050000e-09  1.31050000e-09  0.00000000e+00  2.50000000e+00  2.49999965e+00  5.73587843e-08 
 1.31150000e-09  1.31150000e-09  0.00000000e+00  2.50000000e+00  2.49999966e+00  5.57169647e-08 
 1.31250000e-09  1.31250000e-09  0.00000000e+00  2.50000000e+00  2.49999967e+00  5.41232951e-08 
 1.31350000e-09  1.31350000e-09  0.00000000e+00  2.50000000e+00  2.49999968e+00  5.25763633e-08 
 1.31450000e-09  1.31450000e-09  0.00000000e+00  2.50000000e+00  2.49999969e+00  5.10747984e-08 
 1.31550000e-09  1.31550000e-09  0.00000000e+00  2.50000000e+00  2.49999970e+00  4.96172705e-08 
 1.31650000e-09  1.31650000e-09  0.00000000e+00  2.50000000e+00  2.49999971e+00  4.82024881e-08 
 1.31750000e-09  1.31750000e-09  0.00000000e+00  2.50000000e+00  2.49999972e+00  4.68291977e-08 
 1.31850000e-09  1.31850000e-09  0.00000000e+00  2.50000000e+00  2.49999972e+00  4.54961824e-08 
 1.31950000e-09  1.31950000e-09  0.00000000e+00  2.50000000e+00  2.49999973e+00  4.42022606e-08 
 1.32050000e-09  1.32050000e-09  0.00000000e+00  2.50000000e+00  2.49999974e+00  4.29462864e-08 
 1.32150000e-09  1.32150000e-09  0.00000000e+00  2.50000000e+00  2.49999975e+00  4.17271473e-08 
 1.32250000e-09  1.32250000e-09  0.00000000e+00  2.50000000e+00  2.49999975e+00  4.05437624e-08 
 1.32350000e-09  1.32350000e-09  0.00000000e+00  2.50000000e+00  2.49999976e+00  3.93950837e-08 
 1.32450000e-09  1.32450000e-09  0.00000000e+00  2.50000000e+00  2.49999977e+00  3.82800930e-08 
 1.32550000e-09  1.32550000e-09  0.00000000e+00  2.50000000e+00  2.49999977e+00  3.71978028e-08 
 1.32650000e-09  1.32650000e-09  0.00000000e+00  2.50000000e+00  2.49999978e+00  3.61472538e-08 
 1.32750000e-09  1.32750000e-09  0.00000000e+00  2.50000000e+00  2.49999979e+00  3.51275146e-08 
 1.32850000e-09  1.32850000e-09  0.00000000e+00  2.50000000e+00  2.49999979e+00  3.41376825e-08 
 1.32950000e-09  1.32950000e-09  0.00000000e+00  2.50000000e+00  2.49999980e+00  3.31768806e-08 
