 time            time            v(in)           v(out)         
 2.82560000e-07  2.82560000e-07  0.00000000e+00  2.49999500e+00 
 2.84560000e-07  2.84560000e-07  0.00000000e+00  2.49999500e+00 
 2.86560000e-07  2.86560000e-07  0.00000000e+00  2.49999500e+00 
 2.88560000e-07  2.88560000e-07  0.00000000e+00  2.49999500e+00 
 2.90560000e-07  2.90560000e-07  0.00000000e+00  2.49999500e+00 
 2.92560000e-07  2.92560000e-07  0.00000000e+00  2.49999500e+00 
 2.94560000e-07  2.94560000e-07  0.00000000e+00  2.49999500e+00 
 2.96560000e-07  2.96560000e-07  0.00000000e+00  2.49999500e+00 
 2.98560000e-07  2.98560000e-07  0.00000000e+00  2.49999500e+00 
 3.00560000e-07  3.00560000e-07  0.00000000e+00  2.49999500e+00 
 3.02560000e-07  3.02560000e-07  0.00000000e+00  2.49999500e+00 
 3.04560000e-07  3.04560000e-07  0.00000000e+00  2.49999500e+00 
 3.06560000e-07  3.06560000e-07  0.00000000e+00  2.49999500e+00 
 3.08560000e-07  3.08560000e-07  0.00000000e+00  2.49999500e+00 
 3.10560000e-07  3.10560000e-07  0.00000000e+00  2.49999500e+00 
 3.12560000e-07  3.12560000e-07  0.00000000e+00  2.49999500e+00 
 3.14560000e-07  3.14560000e-07  0.00000000e+00  2.49999500e+00 
 3.16560000e-07  3.16560000e-07  0.00000000e+00  2.49999500e+00 
 3.18560000e-07  3.18560000e-07  0.00000000e+00  2.49999500e+00 
 3.20560000e-07  3.20560000e-07  0.00000000e+00  2.49999500e+00 
 3.22560000e-07  3.22560000e-07  0.00000000e+00  2.49999500e+00 
 3.24560000e-07  3.24560000e-07  0.00000000e+00  2.49999500e+00 
 3.26560000e-07  3.26560000e-07  0.00000000e+00  2.49999500e+00 
 3.28560000e-07  3.28560000e-07  0.00000000e+00  2.49999500e+00 
 3.30560000e-07  3.30560000e-07  0.00000000e+00  2.49999500e+00 
 3.32560000e-07  3.32560000e-07  0.00000000e+00  2.49999500e+00 
 3.34560000e-07  3.34560000e-07  0.00000000e+00  2.49999500e+00 
 3.36560000e-07  3.36560000e-07  0.00000000e+00  2.49999500e+00 
 3.38560000e-07  3.38560000e-07  0.00000000e+00  2.49999500e+00 
 3.40560000e-07  3.40560000e-07  0.00000000e+00  2.49999500e+00 
 3.42560000e-07  3.42560000e-07  0.00000000e+00  2.49999500e+00 
 3.44560000e-07  3.44560000e-07  0.00000000e+00  2.49999500e+00 
 3.46560000e-07  3.46560000e-07  0.00000000e+00  2.49999500e+00 
 3.48560000e-07  3.48560000e-07  0.00000000e+00  2.49999500e+00 
 3.50560000e-07  3.50560000e-07  0.00000000e+00  2.49999500e+00 
 3.52560000e-07  3.52560000e-07  0.00000000e+00  2.49999500e+00 
 3.54560000e-07  3.54560000e-07  0.00000000e+00  2.49999500e+00 
 3.56560000e-07  3.56560000e-07  0.00000000e+00  2.49999500e+00 
 3.58560000e-07  3.58560000e-07  0.00000000e+00  2.49999500e+00 
 3.60560000e-07  3.60560000e-07  0.00000000e+00  2.49999500e+00 
 3.62560000e-07  3.62560000e-07  0.00000000e+00  2.49999500e+00 
 3.64560000e-07  3.64560000e-07  0.00000000e+00  2.49999500e+00 
 3.66560000e-07  3.66560000e-07  0.00000000e+00  2.49999500e+00 
 3.68560000e-07  3.68560000e-07  0.00000000e+00  2.49999500e+00 
 3.70560000e-07  3.70560000e-07  0.00000000e+00  2.49999500e+00 
 3.72560000e-07  3.72560000e-07  0.00000000e+00  2.49999500e+00 
 3.74560000e-07  3.74560000e-07  0.00000000e+00  2.49999500e+00 
 3.76560000e-07  3.76560000e-07  0.00000000e+00  2.49999500e+00 
 3.78560000e-07  3.78560000e-07  0.00000000e+00  2.49999500e+00 
 3.80560000e-07  3.80560000e-07  0.00000000e+00  2.49999500e+00 
 3.82560000e-07  3.82560000e-07  0.00000000e+00  2.49999500e+00 
 3.84560000e-07  3.84560000e-07  0.00000000e+00  2.49999500e+00 
 3.86560000e-07  3.86560000e-07  0.00000000e+00  2.49999500e+00 
 3.88560000e-07  3.88560000e-07  0.00000000e+00  2.49999500e+00 
 3.90560000e-07  3.90560000e-07  0.00000000e+00  2.49999500e+00 
 3.92560000e-07  3.92560000e-07  0.00000000e+00  2.49999500e+00 
 3.94560000e-07  3.94560000e-07  0.00000000e+00  2.49999500e+00 
 3.96560000e-07  3.96560000e-07  0.00000000e+00  2.49999500e+00 
 3.98560000e-07  3.98560000e-07  0.00000000e+00  2.49999500e+00 
 4.00560000e-07  4.00560000e-07  0.00000000e+00  2.49999500e+00 
 4.02560000e-07  4.02560000e-07  0.00000000e+00  2.49999500e+00 
 4.04560000e-07  4.04560000e-07  0.00000000e+00  2.49999500e+00 
 4.06560000e-07  4.06560000e-07  0.00000000e+00  2.49999500e+00 
 4.08560000e-07  4.08560000e-07  0.00000000e+00  2.49999500e+00 
 4.10560000e-07  4.10560000e-07  0.00000000e+00  2.49999500e+00 
 4.12560000e-07  4.12560000e-07  0.00000000e+00  2.49999500e+00 
 4.14560000e-07  4.14560000e-07  0.00000000e+00  2.49999500e+00 
 4.16560000e-07  4.16560000e-07  0.00000000e+00  2.49999500e+00 
 4.18560000e-07  4.18560000e-07  0.00000000e+00  2.49999500e+00 
 4.20560000e-07  4.20560000e-07  0.00000000e+00  2.49999500e+00 
 4.22560000e-07  4.22560000e-07  0.00000000e+00  2.49999500e+00 
 4.24560000e-07  4.24560000e-07  0.00000000e+00  2.49999500e+00 
 4.26560000e-07  4.26560000e-07  0.00000000e+00  2.49999500e+00 
 4.28560000e-07  4.28560000e-07  0.00000000e+00  2.49999500e+00 
 4.30560000e-07  4.30560000e-07  0.00000000e+00  2.49999500e+00 
 4.32560000e-07  4.32560000e-07  0.00000000e+00  2.49999500e+00 
 4.34560000e-07  4.34560000e-07  0.00000000e+00  2.49999500e+00 
 4.36560000e-07  4.36560000e-07  0.00000000e+00  2.49999500e+00 
 4.38560000e-07  4.38560000e-07  0.00000000e+00  2.49999500e+00 
 4.40560000e-07  4.40560000e-07  0.00000000e+00  2.49999500e+00 
 4.42560000e-07  4.42560000e-07  0.00000000e+00  2.49999500e+00 
 4.44560000e-07  4.44560000e-07  0.00000000e+00  2.49999500e+00 
 4.46560000e-07  4.46560000e-07  0.00000000e+00  2.49999500e+00 
 4.48560000e-07  4.48560000e-07  0.00000000e+00  2.49999500e+00 
 4.50560000e-07  4.50560000e-07  0.00000000e+00  2.49999500e+00 
 4.52560000e-07  4.52560000e-07  0.00000000e+00  2.49999500e+00 
 4.54560000e-07  4.54560000e-07  0.00000000e+00  2.49999500e+00 
 4.56560000e-07  4.56560000e-07  0.00000000e+00  2.49999500e+00 
 4.58560000e-07  4.58560000e-07  0.00000000e+00  2.49999500e+00 
 4.60560000e-07  4.60560000e-07  0.00000000e+00  2.49999500e+00 
 4.62560000e-07  4.62560000e-07  0.00000000e+00  2.49999500e+00 
 4.64560000e-07  4.64560000e-07  0.00000000e+00  2.49999500e+00 
 4.66560000e-07  4.66560000e-07  0.00000000e+00  2.49999500e+00 
 4.68560000e-07  4.68560000e-07  0.00000000e+00  2.49999500e+00 
 4.70560000e-07  4.70560000e-07  0.00000000e+00  2.49999500e+00 
 4.72560000e-07  4.72560000e-07  0.00000000e+00  2.49999500e+00 
 4.74560000e-07  4.74560000e-07  0.00000000e+00  2.49999500e+00 
 4.76560000e-07  4.76560000e-07  0.00000000e+00  2.49999500e+00 
 4.78560000e-07  4.78560000e-07  0.00000000e+00  2.49999500e+00 
 4.80560000e-07  4.80560000e-07  0.00000000e+00  2.49999500e+00 
 4.82560000e-07  4.82560000e-07  0.00000000e+00  2.49999500e+00 
 4.84560000e-07  4.84560000e-07  0.00000000e+00  2.49999500e+00 
 4.86560000e-07  4.86560000e-07  0.00000000e+00  2.49999500e+00 
 4.88560000e-07  4.88560000e-07  0.00000000e+00  2.49999500e+00 
 4.90560000e-07  4.90560000e-07  0.00000000e+00  2.49999500e+00 
 4.92560000e-07  4.92560000e-07  0.00000000e+00  2.49999500e+00 
 4.94560000e-07  4.94560000e-07  0.00000000e+00  2.49999500e+00 
 4.96560000e-07  4.96560000e-07  0.00000000e+00  2.49999500e+00 
 4.98280000e-07  4.98280000e-07  0.00000000e+00  2.49999500e+00 
 5.00000000e-07  5.00000000e-07  0.00000000e+00  2.49999500e+00 
 5.00200000e-07  5.00200000e-07  2.50000000e-04  2.49999500e+00 
 5.00600000e-07  5.00600000e-07  7.50000000e-04  2.49999500e+00 
 5.01400000e-07  5.01400000e-07  1.75000000e-03  2.49999500e+00 
 5.03000000e-07  5.03000000e-07  3.75000000e-03  2.49999500e+00 
 5.05000000e-07  5.05000000e-07  6.25000000e-03  2.49999500e+00 
 5.07000000e-07  5.07000000e-07  8.75000000e-03  2.49999500e+00 
 5.09000000e-07  5.09000000e-07  1.12500000e-02  2.49999500e+00 
 5.11000000e-07  5.11000000e-07  1.37500000e-02  2.49999500e+00 
 5.13000000e-07  5.13000000e-07  1.62500000e-02  2.49999500e+00 
 5.15000000e-07  5.15000000e-07  1.87500000e-02  2.49999500e+00 
 5.17000000e-07  5.17000000e-07  2.12500000e-02  2.49999500e+00 
 5.19000000e-07  5.19000000e-07  2.37500000e-02  2.49999500e+00 
 5.21000000e-07  5.21000000e-07  2.62500000e-02  2.49999500e+00 
 5.23000000e-07  5.23000000e-07  2.87500000e-02  2.49999500e+00 
 5.25000000e-07  5.25000000e-07  3.12500000e-02  2.49999500e+00 
 5.27000000e-07  5.27000000e-07  3.37500000e-02  2.49999500e+00 
 5.29000000e-07  5.29000000e-07  3.62500000e-02  2.49999500e+00 
 5.31000000e-07  5.31000000e-07  3.87500000e-02  2.49999500e+00 
 5.33000000e-07  5.33000000e-07  4.12500000e-02  2.49999500e+00 
 5.35000000e-07  5.35000000e-07  4.37500000e-02  2.49999500e+00 
 5.37000000e-07  5.37000000e-07  4.62500000e-02  2.49999500e+00 
 5.39000000e-07  5.39000000e-07  4.87500000e-02  2.49999500e+00 
 5.41000000e-07  5.41000000e-07  5.12500000e-02  2.49999500e+00 
 5.43000000e-07  5.43000000e-07  5.37500000e-02  2.49999500e+00 
 5.45000000e-07  5.45000000e-07  5.62500000e-02  2.49999500e+00 
 5.47000000e-07  5.47000000e-07  5.87500000e-02  2.49999500e+00 
 5.49000000e-07  5.49000000e-07  6.12500000e-02  2.49999500e+00 
 5.51000000e-07  5.51000000e-07  6.37500000e-02  2.49999500e+00 
 5.53000000e-07  5.53000000e-07  6.62500000e-02  2.49999500e+00 
 5.55000000e-07  5.55000000e-07  6.87500000e-02  2.49999500e+00 
 5.57000000e-07  5.57000000e-07  7.12500000e-02  2.49999500e+00 
 5.59000000e-07  5.59000000e-07  7.37500000e-02  2.49999500e+00 
 5.61000000e-07  5.61000000e-07  7.62500000e-02  2.49999500e+00 
 5.63000000e-07  5.63000000e-07  7.87500000e-02  2.49999500e+00 
 5.65000000e-07  5.65000000e-07  8.12500000e-02  2.49999500e+00 
 5.67000000e-07  5.67000000e-07  8.37500000e-02  2.49999500e+00 
 5.69000000e-07  5.69000000e-07  8.62500000e-02  2.49999500e+00 
 5.71000000e-07  5.71000000e-07  8.87500000e-02  2.49999500e+00 
 5.73000000e-07  5.73000000e-07  9.12500000e-02  2.49999500e+00 
 5.75000000e-07  5.75000000e-07  9.37500000e-02  2.49999500e+00 
 5.77000000e-07  5.77000000e-07  9.62500000e-02  2.49999500e+00 
 5.79000000e-07  5.79000000e-07  9.87500000e-02  2.49999500e+00 
 5.81000000e-07  5.81000000e-07  1.01250000e-01  2.49999500e+00 
 5.83000000e-07  5.83000000e-07  1.03750000e-01  2.49999500e+00 
 5.85000000e-07  5.85000000e-07  1.06250000e-01  2.49999500e+00 
 5.87000000e-07  5.87000000e-07  1.08750000e-01  2.49999500e+00 
 5.89000000e-07  5.89000000e-07  1.11250000e-01  2.49999500e+00 
 5.91000000e-07  5.91000000e-07  1.13750000e-01  2.49999500e+00 
 5.93000000e-07  5.93000000e-07  1.16250000e-01  2.49999500e+00 
 5.95000000e-07  5.95000000e-07  1.18750000e-01  2.49999500e+00 
 5.97000000e-07  5.97000000e-07  1.21250000e-01  2.49999500e+00 
 5.99000000e-07  5.99000000e-07  1.23750000e-01  2.49999500e+00 
 6.01000000e-07  6.01000000e-07  1.26250000e-01  2.49999500e+00 
 6.03000000e-07  6.03000000e-07  1.28750000e-01  2.49999500e+00 
 6.05000000e-07  6.05000000e-07  1.31250000e-01  2.49999500e+00 
 6.07000000e-07  6.07000000e-07  1.33750000e-01  2.49999500e+00 
 6.09000000e-07  6.09000000e-07  1.36250000e-01  2.49999500e+00 
 6.11000000e-07  6.11000000e-07  1.38750000e-01  2.49999500e+00 
 6.13000000e-07  6.13000000e-07  1.41250000e-01  2.49999500e+00 
 6.15000000e-07  6.15000000e-07  1.43750000e-01  2.49999500e+00 
 6.17000000e-07  6.17000000e-07  1.46250000e-01  2.49999500e+00 
 6.19000000e-07  6.19000000e-07  1.48750000e-01  2.49999500e+00 
 6.21000000e-07  6.21000000e-07  1.51250000e-01  2.49999500e+00 
 6.23000000e-07  6.23000000e-07  1.53750000e-01  2.49999500e+00 
 6.25000000e-07  6.25000000e-07  1.56250000e-01  2.49999500e+00 
 6.27000000e-07  6.27000000e-07  1.58750000e-01  2.49999500e+00 
 6.29000000e-07  6.29000000e-07  1.61250000e-01  2.49999500e+00 
 6.31000000e-07  6.31000000e-07  1.63750000e-01  2.49999500e+00 
 6.33000000e-07  6.33000000e-07  1.66250000e-01  2.49999500e+00 
 6.35000000e-07  6.35000000e-07  1.68750000e-01  2.49999500e+00 
 6.37000000e-07  6.37000000e-07  1.71250000e-01  2.49999500e+00 
 6.39000000e-07  6.39000000e-07  1.73750000e-01  2.49999500e+00 
 6.41000000e-07  6.41000000e-07  1.76250000e-01  2.49999500e+00 
 6.43000000e-07  6.43000000e-07  1.78750000e-01  2.49999500e+00 
 6.45000000e-07  6.45000000e-07  1.81250000e-01  2.49999500e+00 
 6.47000000e-07  6.47000000e-07  1.83750000e-01  2.49999500e+00 
 6.49000000e-07  6.49000000e-07  1.86250000e-01  2.49999500e+00 
 6.51000000e-07  6.51000000e-07  1.88750000e-01  2.49999500e+00 
 6.53000000e-07  6.53000000e-07  1.91250000e-01  2.49999500e+00 
 6.55000000e-07  6.55000000e-07  1.93750000e-01  2.49999500e+00 
 6.57000000e-07  6.57000000e-07  1.96250000e-01  2.49999500e+00 
 6.59000000e-07  6.59000000e-07  1.98750000e-01  2.49999500e+00 
 6.61000000e-07  6.61000000e-07  2.01250000e-01  2.49999500e+00 
 6.63000000e-07  6.63000000e-07  2.03750000e-01  2.49999500e+00 
 6.65000000e-07  6.65000000e-07  2.06250000e-01  2.49999500e+00 
 6.67000000e-07  6.67000000e-07  2.08750000e-01  2.49999500e+00 
 6.69000000e-07  6.69000000e-07  2.11250000e-01  2.49999500e+00 
 6.71000000e-07  6.71000000e-07  2.13750000e-01  2.49999500e+00 
 6.73000000e-07  6.73000000e-07  2.16250000e-01  2.49999500e+00 
 6.75000000e-07  6.75000000e-07  2.18750000e-01  2.49999500e+00 
 6.77000000e-07  6.77000000e-07  2.21250000e-01  2.49999500e+00 
 6.79000000e-07  6.79000000e-07  2.23750000e-01  2.49999500e+00 
 6.81000000e-07  6.81000000e-07  2.26250000e-01  2.49999500e+00 
 6.83000000e-07  6.83000000e-07  2.28750000e-01  2.49999500e+00 
 6.85000000e-07  6.85000000e-07  2.31250000e-01  2.49999500e+00 
 6.87000000e-07  6.87000000e-07  2.33750000e-01  2.49999500e+00 
 6.89000000e-07  6.89000000e-07  2.36250000e-01  2.49999500e+00 
 6.91000000e-07  6.91000000e-07  2.38750000e-01  2.49999500e+00 
 6.93000000e-07  6.93000000e-07  2.41250000e-01  2.49999500e+00 
 6.95000000e-07  6.95000000e-07  2.43750000e-01  2.49999500e+00 
 6.97000000e-07  6.97000000e-07  2.46250000e-01  2.49999500e+00 
 6.99000000e-07  6.99000000e-07  2.48750000e-01  2.49999500e+00 
 7.01000000e-07  7.01000000e-07  2.51250000e-01  2.49999500e+00 
 7.03000000e-07  7.03000000e-07  2.53750000e-01  2.49999500e+00 
 7.05000000e-07  7.05000000e-07  2.56250000e-01  2.49999500e+00 
 7.07000000e-07  7.07000000e-07  2.58750000e-01  2.49999500e+00 
 7.09000000e-07  7.09000000e-07  2.61250000e-01  2.49999500e+00 
 7.11000000e-07  7.11000000e-07  2.63750000e-01  2.49999500e+00 
 7.13000000e-07  7.13000000e-07  2.66250000e-01  2.49999500e+00 
